name,extension,execute_time,created_time,modified_time
C:\Users\User\Desktop\v2_학회발표_디지털포렌식-아티팩트-기반_보안-점검-프레임워크-개발.pdf,pdf,N / A,N / A,N / A
C:\Users\User\Desktop\ㅇㅅㅇ.html,html,N / A,N / A,N / A
C:\Users\User\Desktop\ㅏ.jpg,jpg,N / A,N / A,N / A
C:\Users\User\Desktop\과제1.png,png,N / A,N / A,N / A
C:\Users\User\Desktop\과제2.png,png,N / A,N / A,N / A
C:\Users\User\Desktop\그림1.png,png,N / A,N / A,N / A
C:\Users\User\Desktop\금융회사 AML CFT 위험기반접근법(RBA) 처리 기준(금융투자업).hwp,hwp,N / A,N / A,N / A
C:\Users\User\Desktop\데이터.zip,zip,2022-12-13 오전 10:49:40,2022-11-26 오후 2:12:04,2022-11-26 오후 2:12:04
C:\Users\User\Desktop\데이터.zip,zip,2022-12-13 오전 10:49:40,N / A,N / A
C:\Users\User\Desktop\데이터.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\데이터\CAN traffic (attack included).txt,txt,2022-11-25 오후 9:46:42,2021-11-22 오후 8:48:45,2021-11-23 오전 12:29:29
C:\Users\User\Desktop\데이터\CAN traffic (normal only).txt,txt,2022-11-25 오후 9:47:04,2021-11-23 오전 12:16:23,2021-11-23 오전 12:21:12
C:\Users\User\Desktop\데이터\time_attack_included.txt,txt,2022-11-25 오후 9:45:04,2022-11-25 오후 9:45:03,2022-11-25 오후 9:43:58
C:\Users\User\Desktop\머신러닝 응용보안 프로젝트.ipynb,ipynb,2022-06-13 오전 9:17:22,N / A,N / A
C:\Users\User\Desktop\무제1.jpg,jpg,N / A,N / A,N / A
C:\Users\User\Desktop\문제.docx,docx,N / A,N / A,N / A
C:\Users\User\Desktop\분석도구\IDA_Pro_7.5\a2_.exe.txt,txt,N / A,N / A,N / A
C:\Users\User\Desktop\산학캡스톤디자인1.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\산학캡스톤디자인_ITU-T_백신접종기술화표준_정보보호학과_20184587_3학년_이익규.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\수강\2022-1\네트워크 프로그래밍\과제\네트워크 프로그래밍 4장 정보보호학과 20184587 이익규.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\수강\2022-1\네트워크 프로그래밍\과제\네트워크 프로그래밍 5장 정보보호학과 20184587 이익규.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\수강\2022-1\네트워크 프로그래밍\과제\네트워크 프로그래밍 6장 정보보호학과 20184587 이익규.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\수강\2022-1\네트워크 프로그래밍\과제\네트워크 프로그래밍 7장 정보보호학과 20184587 이익규.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\수강\2022-1\네트워크 프로그래밍\과제\네트워크 프로그래밍 ITU-T X.1400 정보보호학과 20184587 이익규.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\수강\2022-1\데이터 통신\과제\데이터 통신 10장 정보보호학과 20184587 이익규.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\수강\2022-1\데이터 통신\과제\데이터 통신 11장 정보보호학과 20184587 이익규.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\수강\2022-1\데이터 통신\과제\데이터 통신 6장 정보보호학과 20184587 이익규.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\수강\2022-1\데이터 통신\과제\데이터 통신 7장 정보보호학과 20184587 이익규.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\수강\2022-1\데이터 통신\과제\데이터 통신 8장 정보보호학과 20184587 이익규.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\수강\2022-1\데이터 통신\과제\데이터 통신 9장 정보보호학과 20184587 이익규.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\수강\2022-1\산학캡스톤디자인1\캡스톤디자인_염흥열교수님_5조_10주차.pptx,pptx,N / A,N / A,N / A
C:\Users\User\Desktop\수강\2022-1\파이썬 프로그래밍\정보보호학과_파이썬프로그래밍_Json file parser 개발_20184587_이익규.docx,docx,N / A,N / A,N / A
C:\Users\User\Desktop\수강\2022-1\파이썬 프로그래밍\정보보호학과_파이썬프로그래밍_Report-01_20184587_이익규.hwp,hwp,N / A,N / A,N / A
C:\Users\User\Desktop\수강\암호학1\과제\정보보호학과_20184587_이익규.docx,docx,N / A,N / A,N / A
C:\Users\User\Desktop\수강\컴퓨터네트워크\컴퓨터 네트워크 10-2.docx,docx,N / A,N / A,N / A
C:\Users\User\Desktop\순천향대학교,,2022-12-12 오후 7:01:27,2022-10-14 오후 10:03:16,2022-12-01 오후 3:45:08
C:\Users\User\Desktop\순천향대학교\2022-2\악성코드분석,,2022-12-06 오후 6:41:56,2022-09-02 오후 4:28:37,2022-12-01 오후 10:24:48
C:\Users\User\Desktop\순천향대학교\2022-2\악성코드분석\악성코드분석\논문 작성 예제.pdf,pdf,2022-12-06 오후 6:40:38,2022-03-07 오후 9:45:12,2018-11-06 오후 3:57:20
C:\Users\User\Desktop\순천향대학교\2022-2\악성코드분석\악성코드분석\악코분기말.pdf,pdf,2022-12-06 오후 6:40:49,2022-04-16 오후 3:44:20,2022-01-17 오후 1:04:34
C:\Users\User\Desktop\순천향대학교\2022-2\악성코드분석\악성코드분석_10.pdf,pdf,2022-12-06 오후 6:41:39,2022-11-16 오후 12:02:39,2022-11-16 오후 12:02:39
C:\Users\User\Desktop\순천향대학교\2022-2\악성코드분석\악성코드분석_11.pdf,pdf,2022-12-06 오후 6:41:56,2022-11-30 오후 12:08:50,2022-11-30 오후 12:08:50
C:\Users\User\Desktop\순천향대학교\2022-2\악성코드분석\악성코드분석_6.pdf,pdf,2022-12-01 오후 10:20:29,2022-10-12 오후 12:20:47,2022-10-12 오후 12:20:48
C:\Users\User\Desktop\순천향대학교\2022-2\악성코드분석\악성코드분석_7.pptx,pptx,2022-12-01 오후 10:24:47,2022-10-26 오후 12:02:21,2022-10-26 오후 12:02:28
C:\Users\User\Desktop\순천향대학교\2022-2\악성코드분석\악성코드분석_9.pdf,pdf,2022-12-06 오후 6:41:14,2022-11-16 오후 12:01:55,2022-11-16 오후 12:01:56
C:\Users\User\Desktop\순천향대학교\2022-2\전공영어기초1,,2022-12-06 오전 2:06:01,2022-09-13 오전 10:21:51,2022-12-05 오후 7:41:26
C:\Users\User\Desktop\순천향대학교\2022-2\전공영어기초1\Certifications and 3rd Con - (Student).docx,docx,2022-12-01 오후 3:49:11,2022-11-22 오전 9:48:16,2022-11-22 오전 11:23:37
C:\Users\User\Desktop\순천향대학교\2022-2\전공영어기초1\Defence - Student.docx,docx,2022-12-01 오후 3:48:51,2022-11-15 오전 10:03:52,2022-11-22 오전 10:27:03
C:\Users\User\Desktop\순천향대학교\2022-2\전공영어기초1\Exploit Kits and Giving Advice - Student Copy.docx,docx,2022-12-01 오후 3:47:35,2022-11-01 오전 9:56:21,2022-11-01 오전 11:34:01
C:\Users\User\Desktop\순천향대학교\2022-2\전공영어기초1\Grammar Review.docx,docx,2022-12-06 오전 2:06:01,2022-11-29 오전 10:04:28,2022-11-29 오전 11:22:57
C:\Users\User\Desktop\순천향대학교\2022-2\전공영어기초1\Info Sec Jobs and Resumes - Student Copy.docx,docx,2022-12-01 오후 3:47:19,2022-10-25 오전 10:03:00,2022-11-01 오전 10:51:45
C:\Users\User\Desktop\순천향대학교\2022-2\전공영어기초1\New Technologies (Student Copy).docx,docx,2022-12-01 오후 3:49:41,2022-11-29 오전 10:04:43,2022-11-29 오전 10:56:39
C:\Users\User\Desktop\순천향대학교\2022-2\제어시스템보안,,2022-12-07 오전 12:40:30,2022-08-29 오전 10:51:31,2022-09-19 오전 11:27:12
C:\Users\User\Desktop\순천향대학교\2022-2\제어시스템보안\[제어시스템보안] 10. 제어시스템 방화벽 규칙 (NIST 800-82).pdf,pdf,2022-12-07 오전 12:40:30,2022-07-25 오후 4:01:48,2021-11-29 오후 11:45:03
C:\Users\User\Desktop\순천향대학교\2022-2\제어시스템보안\족보,,2022-11-30 오후 6:12:29,2022-08-30 오전 9:56:28,2022-08-30 오전 9:57:08
C:\Users\User\Desktop\순천향대학교\2022-2\제어시스템보안\족보\2021_Control_System\Data\attack_arbid\593.txt,txt,2022-11-25 오후 8:23:24,2022-08-30 오전 9:56:49,2021-12-16 오후 3:59:46
C:\Users\User\Desktop\순천향대학교\2022-2\제어시스템보안\족보\2021_Control_System\Data\attack_arbid\5A6.txt,txt,2022-11-25 오후 8:23:14,2022-08-30 오전 9:56:49,2021-12-16 오후 3:59:46
C:\Users\User\Desktop\순천향대학교\2022-2\제어시스템보안\족보\2021_Control_System\Data\attack_arbid\fix_47F.txt,txt,2022-11-25 오후 8:48:59,2022-08-30 오전 9:56:49,2021-12-17 오후 10:25:21
C:\Users\User\Desktop\순천향대학교\2022-2\제어시스템보안\족보\2021_Control_System\Data\attack_arbid\fix_50A.txt,txt,2022-11-25 오후 8:48:56,2022-08-30 오전 9:56:49,2021-12-17 오후 10:42:19
C:\Users\User\Desktop\순천향대학교\2022-2\제어시스템보안\족보\2021_Control_System\Data\normal_arbid\5BE.txt,txt,2022-11-25 오후 8:23:10,2022-08-30 오전 9:56:49,2021-12-17 오후 8:18:50
C:\Users\User\Desktop\순천향대학교\2022-2\제어시스템보안\족보\2021_Control_System\Data\Range\80million\file80.txt,txt,2022-11-25 오후 8:24:31,2022-08-30 오전 9:56:49,2021-12-17 오후 6:14:34
C:\Users\User\Desktop\순천향대학교\2022-2\제어시스템보안\족보\2021_Control_System\Data\timestamp\result.txt,txt,2022-11-25 오후 8:47:14,2022-08-30 오전 9:56:49,2021-12-17 오후 7:45:18
C:\Users\User\Desktop\순천향대학교\2022-2\제어시스템보안\족보\2021_Control_System\Data\timestamp\total.txt,txt,2022-11-25 오후 9:38:52,2022-08-30 오전 9:56:49,2021-12-17 오후 7:58:31
C:\Users\User\Desktop\순천향대학교\2022-2\피부와생활과건강\피부생활과 건강 족보\피부와 생활건강 19_21 시험 기출문제 모음만점기준\2019년\퀴즈\2019 피부 퀴즈.docx,docx,2022-11-30 오후 3:30:06,2020-09-08 오후 8:51:58,2020-09-08 오후 8:51:58
C:\Users\User\Desktop\순천향대학교\2022-2\피부와생활과건강\피부생활과 건강 족보\피부와 생활건강 19_21 시험 기출문제 모음만점기준\2020년\퀴즈,,2022-11-30 오후 3:30:32,2022-09-20 오전 9:55:04,2022-11-30 오후 3:29:20
C:\Users\User\Desktop\순천향대학교\2022-2\피부와생활과건강\피부생활과 건강 족보\피부와 생활건강 19_21 시험 기출문제 모음만점기준\2020년\퀴즈\2020퀴즈.docx,docx,2022-11-30 오후 3:30:32,2020-09-02 오후 2:12:20,2020-09-02 오후 2:12:20
C:\Users\User\Desktop\순천향대학교\2022-2\피부와생활과건강\피부생활과 건강 족보\피부와 생활건강 19_21 시험 기출문제 모음만점기준\2021년,,2022-11-30 오후 3:29:06,2022-09-20 오전 9:55:04,2022-09-20 오전 9:55:04
C:\Users\User\Desktop\시큐 연초 대회.7z,7z,N / A,N / A,N / A
C:\Users\User\Desktop\시큐 연초 대회\기타\모스부호\DDUDDUDDU.mp3,mp3,2022-03-06 오후 6:09:40,N / A,N / A
C:\Users\User\Desktop\시큐 연초 대회\포렌식문제\파일크기\내파일크기를알려줘.ad1,ad1,N / A,N / A,N / A
"C:\Users\User\Desktop\안병열, 이익규 연구원 프로젝트 내역.hwp",hwp,N / A,N / A,N / A
C:\Users\User\Desktop\암호학 복습 2.mp4,mp4,N / A,N / A,N / A
C:\Users\User\Desktop\암호학.docx,docx,N / A,N / A,N / A
C:\Users\User\Desktop\암호학.docx,docx,N / A,N / A,N / A
C:\Users\User\Desktop\암호학1 복습.mp4,mp4,N / A,N / A,N / A
C:\Users\User\Desktop\열어주세요.ad1,ad1,N / A,N / A,N / A
C:\Users\User\Desktop\영작.txt,txt,N / A,N / A,N / A
C:\Users\User\Desktop\요즘잘자쿨냥이_2022 SCH AI·SW Festival_포스터양식_정보보호학과.pptx,pptx,N / A,N / A,N / A
C:\Users\User\Desktop\운영체제 기말고사.docx,docx,N / A,N / A,N / A
C:\Users\User\Desktop\운영체제 문제.docx,docx,N / A,N / A,N / A
C:\Users\User\Desktop\운영체제.docx,docx,N / A,N / A,N / A
C:\Users\User\Desktop\운영체제보안_레포트과제_20184587_이익규.hwp,hwp,N / A,N / A,N / A
C:\Users\User\Desktop\이수지연구원__프로젝트보고서.hwp,hwp,N / A,N / A,N / A
C:\Users\User\Desktop\이익규+산출물.docx,docx,2022-12-13 오전 11:07:20,2022-12-13 오전 11:07:20,2022-12-13 오전 11:07:20
C:\Users\User\Desktop\이익규_산출물.docx,docx,2022-12-14 오전 12:26:25,2022-12-13 오전 11:07:20,2022-12-13 오전 11:08:26
C:\Users\User\Desktop\이익규_질문지.docx,docx,2022-12-14 오전 12:29:13,2022-12-14 오전 12:24:17,2022-12-14 오전 12:29:13
C:\Users\User\Desktop\자소서 1.hwp,hwp,N / A,N / A,N / A
C:\Users\User\Desktop\자소서 2.hwp,hwp,N / A,N / A,N / A
C:\Users\User\Desktop\자소서 3.hwp,hwp,N / A,N / A,N / A
C:\Users\User\Desktop\자소서 4.hwp,hwp,N / A,N / A,N / A
C:\Users\User\Desktop\정보보호학과_20184587_이익규.docx,docx,N / A,N / A,N / A
C:\Users\User\Desktop\정보보호학과_20184587_이익규.docx,docx,N / A,N / A,N / A
C:\Users\User\Desktop\정보보호학과_20184587_이익규.mp4,mp4,N / A,N / A,N / A
C:\Users\User\Desktop\정보보호학과_2184587_이익규.docx,docx,N / A,N / A,N / A
C:\Users\User\Desktop\정보보호학과_2184587_이익규.docx,docx,N / A,N / A,N / A
C:\Users\User\Desktop\정보보호학회 동계 학술대회 발표 자료.pptx,pptx,N / A,N / A,N / A
C:\Users\User\Desktop\제4기_기술보호_전문가_역량강화교육_자료집.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\제목_없음.pdf,pdf,2022-12-07 오전 12:43:47,N / A,N / A
C:\Users\User\Desktop\제목_없음.pdf,pdf,N / A,N / A,N / A
C:\Users\User\Desktop\제어시스템보안 보고서 1.hwp,hwp,2022-11-25 오후 10:01:14,2022-11-25 오후 8:58:10,2022-11-25 오후 10:01:14
C:\Users\User\Desktop\제어시스템보안 보고서 1.hwp,hwp,N / A,N / A,N / A
C:\Users\User\Desktop\준환이.py,py,N / A,N / A,N / A
C:\Users\User\Desktop\준환이2.py,py,N / A,N / A,N / A
C:\Users\User\Desktop\중소기업_기술보호_수준_실태조사_보고서.pdf,pdf,N / A,N / A,N / A
C:\Users\User\Desktop\중소기업기술보호가이드.pdf,pdf,N / A,N / A,N / A
C:\Users\User\Desktop\중소기업기술보호지침.pdf,pdf,N / A,N / A,N / A
C:\Users\User\Desktop\출처.txt,txt,N / A,N / A,N / A
C:\Users\User\Desktop\캡스톤 그림.pptx,pptx,N / A,N / A,N / A
C:\Users\User\Desktop\캡스톤.txt,txt,N / A,N / A,N / A
C:\Users\User\Desktop\캡스톤.zip,zip,N / A,N / A,N / A
C:\Users\User\Desktop\캡스톤2.pptx,pptx,N / A,N / A,N / A
C:\Users\User\Desktop\캡스톤디자인_염흥열교수님_5조_10주차.pptx,pptx,N / A,N / A,N / A
C:\Users\User\Desktop\캡스톤디자인_염흥열교수님_5조_5주차.pptx,pptx,N / A,N / A,N / A
C:\Users\User\Desktop\컴퓨터 네트워크 기말고사.docx,docx,N / A,N / A,N / A
C:\Users\User\Desktop\컴퓨터 네트워크.docx,docx,N / A,N / A,N / A
C:\Users\User\Desktop\코카인팔아요.ad1,ad1,N / A,N / A,N / A
C:\Users\User\Desktop\회전목마.exe,exe,N / A,N / A,N / A
C:\Users\User\Desktop\회전목마.exe,exe,N / A,N / A,N / A
C:\Users\User\Documents\(y1'JHI.jpg,jpg,N / A,2022-12-17 오후 1:23:57,2022-12-17 오후 1:23:57
C:\Users\User\Documents\Virtual Machines\Windows 10 x64\Windows 10 x64.vmx,vmx,N / A,2022-06-28 오후 2:49:35,2022-06-28 오후 2:49:35
C:\Users\User\Documents\카카오톡 받은 파일\사이버공격을 통한 산업기술 유출 현황과 전망.pdf,pdf,N / A,N / A,N / A
C:\Users\User\Documents\카카오톡 받은 파일\중소기업 기술유출사례 및 대응방안연구.pdf.pdf,pdf,N / A,N / A,N / A
C:\Users\User\Downloads,,2022-12-11 오후 2:30:23,2021-10-07 오전 3:20:52,2022-12-11 오후 2:29:50
C:\Users\User\Downloads\(붙임2) 상금 지급 서류_서식.hwp,hwp,N / A,N / A,N / A
C:\Users\User\Downloads\1.HTML,HTML,N / A,N / A,N / A
C:\Users\User\Downloads\2.HTML,HTML,2022-03-04 오후 11:19:39,N / A,N / A
C:\Users\User\Downloads\2022 산업위생학개론 5.en.ko.PDF,PDF,2022-12-08 오전 2:08:02,2022-12-08 오전 2:06:06,2022-12-08 오전 2:06:06
C:\Users\User\Downloads\2022 산업위생학개론 8 aerosol sampling.nso.ko.pdf,pdf,2022-12-08 오전 2:08:03,2022-12-08 오전 2:04:26,2022-12-08 오전 2:04:27
C:\Users\User\Downloads\2022 산업위생학개론 9 gas and vapor sampling.en.ko.pdf,pdf,2022-12-08 오전 2:08:03,2022-12-08 오전 2:03:48,2022-12-08 오전 2:03:48
C:\Users\User\Downloads\9.pdf,pdf,2022-12-08 오후 3:56:47,2022-12-08 오후 2:12:00,2022-12-08 오후 2:12:02
C:\Users\User\Downloads\9022034_cat_duotone_icon.ico,ico,N / A,N / A,N / A
C:\Users\User\Downloads\ART0006_Shell_Bags.json,json,2022-12-11 오후 2:21:32,2022-12-11 오후 2:16:50,2022-12-11 오후 2:16:50
C:\Users\User\Downloads\ART0007_Last_Visited_MRU.json,json,2022-12-11 오후 2:21:43,2022-12-11 오후 2:17:00,2022-12-11 오후 2:17:00
C:\Users\User\Downloads\ART0009_Prefetch.json,json,2022-12-11 오후 2:18:42,2022-12-11 오후 2:17:42,2022-12-11 오후 2:17:42
C:\Users\User\Downloads\ART0022_Shortcut_LNK_Files.json,json,2022-12-11 오후 2:21:16,2022-12-11 오후 2:17:56,2022-12-11 오후 2:17:56
C:\Users\User\Downloads\Collect_Result_9.json,json,2022-12-11 오후 2:29:21,N / A,N / A
C:\Users\User\Downloads\Collect_Result_9.json,json,2022-12-11 오후 2:30:23,2022-12-11 오후 2:28:52,2022-12-11 오후 2:28:52
C:\Users\User\Downloads\df-cat-navigator.xlsx,xlsx,2022-12-11 오후 2:29:52,2022-12-11 오후 2:29:44,2022-12-11 오후 2:29:45
C:\Users\User\Downloads\Easy_Artifact.ad1,ad1,N / A,N / A,N / A
C:\Users\User\Downloads\favicon.ico,ico,N / A,N / A,N / A
C:\Users\User\Downloads\FindMe.exe,exe,N / A,N / A,N / A
C:\Users\User\Downloads\ohli24.net.har,har,2021-10-18 오후 2:09:55,N / A,N / A
C:\Users\User\Downloads\shman-x64,,2022-11-28 오후 2:55:39,2022-11-28 오후 2:49:46,2022-11-28 오후 2:55:37
C:\Users\User\Downloads\shman-x64\d.txt,txt,2022-11-28 오후 2:55:39,2022-11-28 오후 2:55:37,2022-11-28 오후 2:55:37
C:\Users\User\Downloads\student-g3d8074f42_640.jpg,jpg,N / A,N / A,N / A
C:\Users\User\Downloads\subway.jpg,jpg,N / A,N / A,N / A
C:\Users\User\Downloads\sweet3.saz.txt,txt,N / A,N / A,N / A
C:\Users\User\Downloads\umm.umm,umm,2022-03-05 오전 2:12:19,N / A,N / A
C:\Users\User\Downloads\winprefetchview-x64,,2022-12-12 오후 10:11:11,2022-12-12 오후 9:27:32,2022-12-12 오후 9:29:55
C:\Users\User\Downloads\winprefetchview-x64\a.csv,csv,2022-12-12 오후 9:27:56,2022-12-12 오후 9:27:55,2022-12-12 오후 9:27:55
C:\Users\User\Downloads\winprefetchview-x64\b.csv,csv,2022-12-12 오후 10:11:11,2022-12-12 오후 9:29:55,2022-12-12 오후 9:29:55
C:\Users\User\Downloads\내파일크기를알려줘.ad1,ad1,N / A,N / A,N / A
C:\Users\User\Downloads\디지털포렌식_이익규_0276.zip,zip,N / A,N / A,N / A
C:\Users\User\Downloads\미확인 657013.crdownload,crdownload,2021-10-07 오후 9:14:18,N / A,N / A
C:\Users\User\Downloads\이익규-국문-재학증명서-202210261131.pdf,pdf,N / A,2022-10-26 오전 11:31:19,2022-10-26 오전 11:31:20
D:\Windows 7 x64 (Malware Analysis)\Windows 7 x64 (Malware Analysis).vmx,vmx,2022-05-16 오전 3:40:30,2022-05-16 오후 3:56:45,2022-05-16 오후 3:56:45
